,place_id,osm_id,name,rating,total_reviews,price,geometry,index_right,cartodb_id,info,zone_e_rioni,quartieri,nome
6369,158088417,232714949.0,Hopside,4.0,689,2.5,POINT (12.4824136 41.8703561),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6376,104968039,22274746.0,Fish&Go,4.0,373,2.5,POINT (12.4931457 41.8679894),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6397,104968039,22274746.0,Da Giovanni,3.5,34,2.5,POINT (12.4931457 41.8679894),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6411,110047476,32756603.0,La Dogana Food,3.5,1512,1.0,POINT (12.4774016 41.8723719),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6443,105757216,22762439.0,Azienda Cucineria,4.5,913,2.5,POINT (12.4806201 41.8633647),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6458,128031778,119139841.0,Mirage Food & Drink,4.0,49,2.5,POINT (12.4945979 41.8317502),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6463,126311685,107478291.0,el pizzettero 2,5.0,6,1.0,POINT (12.4890198 41.8688829),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6535,150472982,204036240.0,Tre de Tutto,4.5,50,1.0,POINT (12.4902318 41.8621649),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6565,106035972,23502316.0,Friggi E Fuggi,2.0,15,2.5,POINT (12.4794367 41.8547596),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6574,161583835,246730475.0,Il Panino Pinocchio,3.0,8,1.0,POINT (12.4874018 41.8698008),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6588,114987403,45190147.0,Ristorante Sgarbatella,4.5,173,2.5,POINT (12.4922173 41.8627042),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6635,59344443,5456208172.0,Il Caffè,3.5,5,2.5,POINT (12.4902561 41.8477031),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6639,156024803,220175965.0,Il Giardino Di Giulia E Fratelli,4.0,290,1.0,POINT (12.5158797 41.8563213),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6664,106788791,24875997.0,Vinotinto,4.5,38,1.0,POINT (12.4859931 41.8447735),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6677,126224815,105276249.0,Ottavo Colle - Bistrot con Cucina,4.0,251,2.5,POINT (12.4900693 41.8297961),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6688,105064608,22274255.0,Che Mi Mangio,5.0,3,2.5,POINT (12.493271 41.8679003),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6708,159036485,232714952.0,Pizzeria Rosticceria Ostiense 10,4.0,39,1.0,POINT (12.4798666 41.8705632),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6732,104968039,22274746.0,Il Pranzo E' Servito,4.0,19,1.0,POINT (12.4931457 41.8679894),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6764,108722559,26836818.0,Ristorante The Gud,4.0,122,2.5,POINT (12.4903419 41.8519128),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6770,107010394,26837439.0,Dar Bottarolo Tor Marancia,4.0,744,2.5,POINT (12.4954612 41.8542764),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6783,337422663,9714418853.0,Gustami,4.5,29,1.0,POINT (12.4714648 41.8547455),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6791,150271900,203040988.0,Note di pizza,4.5,45,1.0,POINT (12.4874968 41.8379404),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6801,117163235,61160785.0,Da Salvo,4.0,208,1.0,POINT (12.4708151 41.8590608),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6805,130280555,124087394.0,Xin Yuan,3.5,10,1.0,POINT (12.4921683 41.8504916),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6808,161583835,246730475.0,Gallery Pizza,4.5,16,2.5,POINT (12.4874018 41.8698008),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6818,110878982,35331113.0,Ristorante Eritrea,4.0,316,1.0,POINT (12.4795105 41.8703039),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6821,15439908,1702758624.0,Villa Dino,4.5,38,4.0,POINT (12.5433885 41.8319969),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6828,17496433,1932763761.0,OSA,4.5,13,1.0,POINT (12.4888949 41.855973),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6829,105146879,22946927.0,Alta Quota Ristorante,3.5,86,2.5,POINT (12.5750688 41.8096209),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6907,63394989,5872134796.0,La Briciola,3.5,240,2.5,POINT (12.49436 41.8516666),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6913,160625921,232714958.0,La Cirioletta Ignorante,4.0,6,1.0,POINT (12.4790154 41.8716321),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6916,202062658,441589808.0,Banco95,3.0,1,2.5,POINT (12.469894817413817 41.85756915),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6936,106334989,23953168.0,Khan Indian Restaurant,3.5,45,1.0,POINT (12.4839394 41.8477749),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6946,106194178,23780679.0,Pizza Italy,4.5,2,2.5,POINT (12.4719857 41.8566935),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6956,128031778,119139841.0,Pizza Pazza per i Pazzi della Pizza,4.0,83,1.0,POINT (12.4945979 41.8317502),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
6975,143127098,171159534.0,acqua&farina,4.5,9,1.0,POINT (12.478436 41.8549234),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7000,285780383,13007814.0,Romeow Cat Bistrot,4.0,1520,2.5,POINT (12.481781851896542 41.8705758),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7004,110602395,35023082.0,Piadineria Giangusto Garbatella,4.0,80,1.0,POINT (12.4895775 41.8606303),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7029,156024803,220175965.0,Domus Magnanimi,4.0,50,2.5,POINT (12.5158797 41.8563213),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7036,159036485,232714952.0,Mix Risto Bottega Sarda,4.0,174,2.5,POINT (12.4798666 41.8705632),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7068,49032681,4185141606.0,Pizza & Vivi,4.5,58,1.0,POINT (12.5009796 41.8601421),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7089,68617224,6267724977.0,Pizza Tre,4.5,30,1.0,POINT (12.4796406 41.8628312),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7096,332135978,119260076.0,Pizzeria Poldino,3.5,37,1.0,POINT (12.491539944638102 41.8428677),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7109,115740578,58887812.0,Golden Bar,4.0,16,1.0,POINT (12.4945301 41.8576698),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7121,146074916,190022898.0,Bake,3.0,49,1.0,POINT (12.4948946 41.8307048),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7135,106556519,24875444.0,Mamma Che Pizza,4.0,59,1.0,POINT (12.4911741 41.8482109),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7145,60019458,5439959522.0,Elettroforno Frontoni,4.5,434,1.0,POINT (12.4769322 41.8530871),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7151,131921723,124622237.0,La Piazzetta,4.5,17,1.0,POINT (12.4927077 41.8656392),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7155,131235987,124195112.0,Mary Pizza,3.0,26,1.0,POINT (12.4873942 41.8549136),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7196,159178824,234572000.0,Gordon Bennett,3.5,78,2.5,POINT (12.5015815 41.8359535),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7201,277709677,949323102.0,La Ragnatela Pub,3.5,10,1.0,POINT (12.484389 41.8679674),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7210,19759446,2208275108.0,Ristoro Degli Angeli,4.0,651,2.5,POINT (12.4848273 41.8626871),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7225,42479409,3357688966.0,Ristorante Pizzeria O' Masto,3.5,666,2.5,POINT (12.4863729 41.8423634),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7227,106266514,23786890.0,La Cave des Amis,4.0,51,2.5,POINT (12.4810573 41.8410853),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7250,108604760,27854328.0,L'ardito,3.5,272,2.5,POINT (12.4986293 41.8601286),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7292,106904240,24568051.0,Sushisen,4.5,2131,2.5,POINT (12.4797328 41.8751258),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7324,115303577,47590388.0,Ristorante I Tre Fratelli,4.0,1032,2.5,POINT (12.490251726037645 41.8620799),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7360,166457925,257140775.0,Hostaria Antica Roma,4.5,1110,2.5,POINT (12.5399085 41.8348957),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7368,50045178,4326747807.0,Il Barone Rampante,4.0,17,1.0,POINT (12.5013806 41.8656284),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7387,106035972,23502316.0,Panzironi,4.0,37,1.0,POINT (12.4794367 41.8547596),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7406,70155740,6449221490.0,Istanbul 2,4.0,11,1.0,POINT (12.4787366 41.8559066),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7429,45784431,3781269006.0,Ristorante L'Archeologia,4.0,960,4.0,POINT (12.5168905 41.8554933),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7436,58786986,5384767301.0,Gazometro38,4.0,640,2.5,POINT (12.4791986 41.8715411),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7460,15527510,1702758634.0,Villa Rosantica,4.5,22,4.0,POINT (12.5420774 41.8327226),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7461,159036485,232714952.0,Alice Pizza Ostiense,4.0,212,1.0,POINT (12.4798666 41.8705632),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7475,159036485,232714952.0,Banco Fast Food,4.0,206,1.0,POINT (12.4798666 41.8705632),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7513,82407292,7933506680.0,Baccanale Eur,4.0,241,2.5,POINT (12.4814853 41.8415913),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7531,105064608,22274255.0,Mio Tramezzino,4.5,39,1.0,POINT (12.493271 41.8679003),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7557,93942477,9071280058.0,Nuovo Feng,3.0,4,1.0,POINT (12.4938628 41.8511011),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7559,107330383,23646385.0,M & D,3.0,2,2.5,POINT (12.4990667 41.863519),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7560,107330383,23646385.0,Cinese Polifemo,2.0,14,2.5,POINT (12.4990667 41.863519),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7568,159858305,232714956.0,Greco Bar,3.5,17,2.5,POINT (12.4792169 41.8666356),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7593,115740578,58887812.0,Iacobini,3.0,1,2.5,POINT (12.4945301 41.8576698),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7615,131270362,124087404.0,Sgdb,5.0,1,1.0,POINT (12.5100165 41.8425284),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7616,140953951,163252188.0,Stoka Caffé,3.0,28,2.5,POINT (12.4893604 41.8539897),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7617,107695925,27104648.0,Total Erg Bar,4.0,3,2.5,POINT (12.4861289 41.8379992),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7622,107465430,24568050.0,900,4.0,19,2.5,POINT (12.4784555 41.8745578),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7649,52957442,4606174043.0,Edit,3.0,2,2.5,POINT (12.5036488 41.8370018),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7657,105064608,22274255.0,B E D,4.5,2,1.0,POINT (12.493271 41.8679003),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7663,125402627,105276263.0,Bar Dolce Roma,3.5,11,2.5,POINT (12.4916404 41.8334131),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7666,59795296,5475143667.0,Ristorante Indiano Gandhi Roma,4.5,353,2.5,POINT (12.4842926 41.8715941),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7683,276324442,949323103.0,Alice Pizza,4.0,37,1.0,POINT (12.4844125 41.8673597),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7695,158088417,232714949.0,Ex Mercato,4.0,67,2.5,POINT (12.4824136 41.8703561),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7715,48786349,4246103194.0,Arbar,4.5,44,1.0,POINT (12.4865163 41.8609685),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
7716,111950523,39318144.0,Fraschetteria,4.5,10,2.5,POINT (12.5631642 41.8180807),3,4,https://it.wikipedia.org/wiki/Municipio_Roma_VIII,"Zone: Aeroporto di Ciampino, Torricola, Cecchignola.","Quartieri: Appio Latino, Ostiense, Ardeatino, Appio Pignatelli.",Municipio VIII (ex XI)
