,Unnamed: 0,url,place_id,osm_id,name,rating,total_reviews,price,geometry,index_right,cartodb_id,info,zone_e_rioni,quartieri,nome,cuisines,diets
4182,6241,https://www.tripadvisor.it/Restaurant_Review-g187791-d5821109-Reviews-Lumax_SRL-Rome_Lazio.html,48353723,4228365977.0,Lumax SRL,3.5,2,1.0,POINT (12.4612268 41.9084648),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4183,6247,https://www.tripadvisor.it/Restaurant_Review-g187791-d5821770-Reviews-La_Buona_Cucina-Rome_Lazio.html,38263397,3087207083.0,La Buona Cucina,1.5,45,1.0,POINT (12.501913 41.9066944),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4184,6249,https://www.tripadvisor.it/Restaurant_Review-g187791-d5821799-Reviews-Mariano-Rome_Lazio.html,148618479,201385555.0,Mariano,3.0,5,2.5,POINT (12.503354587838633 41.8974927),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,
4185,6250,https://www.tripadvisor.it/Restaurant_Review-g187791-d5821852-Reviews-Russo_Giuseppe-Rome_Lazio.html,104276905,20894081.0,Russo Giuseppe,4.5,18,1.0,POINT (12.4622847 41.9198274),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Pizza,Per vegetariani
4186,6256,https://www.tripadvisor.it/Restaurant_Review-g187791-d5824943-Reviews-Sief_Mohamed_Nagi-Rome_Lazio.html,338867483,9750156699.0,Sief Mohamed Nagi,3.0,9,2.5,POINT (12.5045926 41.9042018),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,
4187,6266,https://www.tripadvisor.it/Restaurant_Review-g187791-d5826802-Reviews-Il_Seme_e_la_Foglia-Rome_Lazio.html,48449459,4239352103.0,Il Seme e la Foglia,4.0,25,1.0,POINT (12.4761724 41.8773942),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Bar, Pub","Per vegetariani, Opzioni vegane"
4188,6280,https://www.tripadvisor.it/Restaurant_Review-g187791-d5850503-Reviews-Gelateria_L_Era_Glaciale_2-Rome_Lazio.html,13571051,1412553084.0,Gelateria L'Era Glaciale 2,4.0,6,1.0,POINT (12.5050479 41.8873107),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Pub,Per vegetariani
4189,6285,https://www.tripadvisor.it/Restaurant_Review-g187791-d5851095-Reviews-Il_Giardino_Del_Te-Rome_Lazio.html,64018626,5853362504.0,Il Giardino del Tè,5.0,4,1.0,POINT (12.4911447 41.8955367),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Caffè",Per vegetariani
4190,6287,https://www.tripadvisor.it/Restaurant_Review-g187791-d5853656-Reviews-Party_Pizza-Rome_Lazio.html,127019097,112715260.0,Party Pizza,4.5,33,1.0,POINT (12.5088259 41.8920689),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Pizza,Per vegetariani
4191,6290,https://www.tripadvisor.it/Restaurant_Review-g187791-d5853998-Reviews-Trattoria_Il_Lucano-Rome_Lazio.html,139564072,159830886.0,Trattoria Il Lucano,3.5,521,2.5,POINT (12.4764385 41.8951991),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Pizza, Mediterranea, Romana, Italiana (sud)","Per vegetariani, Opzioni vegane, Opzioni senza glutine"
4192,6298,https://www.tripadvisor.it/Restaurant_Review-g187791-d5854644-Reviews-Saint_Just_Cafe-Rome_Lazio.html,130203107,121402079.0,Saint Just Café,2.0,25,1.0,POINT (12.4635291 41.9057407),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,
4193,6301,https://www.tripadvisor.it/Restaurant_Review-g187791-d5856933-Reviews-Caffe_Freud-Rome_Lazio.html,105954165,23645857.0,Caffé Freud,3.5,5,2.5,POINT (12.5005227 41.8916117),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4194,6306,https://www.tripadvisor.it/Restaurant_Review-g187791-d5858490-Reviews-VII_Coorte-Rome_Lazio.html,106499253,22951460.0,VII Coorte,4.5,2337,2.5,POINT (12.4739243 41.8886384),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4195,6320,https://www.tripadvisor.it/Restaurant_Review-g187791-d5861883-Reviews-La_Terrazza_Dei_Papi-Rome_Lazio.html,71155728,6717890087.0,La Terrazza Dei Papi,4.0,460,2.5,POINT (12.4997257 41.8969032),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Pesce, Mediterranea, Europea, Romana, Laziale, Italiana (centro)","Per vegetariani, Opzioni vegane, Opzioni senza glutine"
4196,6326,https://www.tripadvisor.it/Restaurant_Review-g187791-d5862220-Reviews-Archi_Romani-Rome_Lazio.html,114580802,44098905.0,Archi Romani,2.0,48,1.0,POINT (12.5014041 41.9052421),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4197,6330,https://www.tripadvisor.it/Restaurant_Review-g187791-d5864721-Reviews-Ni_Hao_Chinese_Japanese_Restaurant-Rome_Lazio.html,102279191,13889951.0,Ristorante Cinese e Giapponese Ni Hao,3.5,187,1.0,POINT (12.4567831 41.9082281),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Cinese, Giapponese, Asiatica, Sushi","Per vegetariani, Opzioni vegane"
4198,6343,https://www.tripadvisor.it/Restaurant_Review-g187791-d5888468-Reviews-Pane_Pizza-Rome_Lazio.html,323604546,9326638575.0,Pane-Pizza,4.0,11,2.5,POINT (12.4954396 41.9017971),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Pizza",
4199,6345,https://www.tripadvisor.it/Restaurant_Review-g187791-d5889666-Reviews-Pizza_Gelato-Rome_Lazio.html,128847364,122187727.0,Pizza-Gelato,3.5,10,1.0,POINT (12.486931 41.9031737),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Pizza",
4200,6349,https://www.tripadvisor.it/Restaurant_Review-g187791-d5923144-Reviews-Bar_Lelli-Rome_Lazio.html,128712958,121996235.0,Bar Lelli,4.5,15,1.0,POINT (12.4711297 41.8853936),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Caffè,Per vegetariani
4201,6350,https://www.tripadvisor.it/Restaurant_Review-g187791-d5926195-Reviews-La_Fraschetta_Romanesca-Rome_Lazio.html,53041639,4610388993.0,La Fraschetta Romanesca,4.0,816,2.5,POINT (12.467506 41.9071395),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Mediterranea, Romana, Laziale, Italiana (centro)",Per vegetariani
4202,6351,https://www.tripadvisor.it/Restaurant_Review-g187791-d5928210-Reviews-BellaCarne_Kosher_Grill-Rome_Lazio.html,81908425,7840936273.0,BellaCarne Kosher Grill,3.5,974,2.5,POINT (12.4778775 41.8926407),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,"Per vegetariani, Opzioni vegane, Kosher, Opzioni senza glutine"
4203,6352,https://www.tripadvisor.it/Restaurant_Review-g187791-d5929147-Reviews-IL_POZZO_DEI_DESIDERI-Rome_Lazio.html,43779045,3577359551.0,Il Pozzo dei Desideri,4.0,178,2.5,POINT (12.4843575 41.9005711),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,"Per vegetariani, Opzioni vegane"
4204,6353,https://www.tripadvisor.it/Restaurant_Review-g187791-d5946721-Reviews-Nouvelle_Baguette-Rome_Lazio.html,88130081,8666268982.0,Nouvelle Baguette,4.5,48,1.0,POINT (12.4589389 41.9139013),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Fast food, Salutistica",Per vegetariani
4205,6354,https://www.tripadvisor.it/Restaurant_Review-g187791-d5954090-Reviews-Il_Tartufo_Nero_S_R_L-Rome_Lazio.html,115297822,48204289.0,Il Tartufo Nero S.R.L,2.0,161,2.5,POINT (12.4602472 41.9099409),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4206,6366,https://www.tripadvisor.it/Restaurant_Review-g187791-d5971512-Reviews-L_Oca_Golosa-Rome_Lazio.html,95283203,4245337.0,L'Oca Golosa,4.0,13,1.0,POINT (12.4707886 41.8986408),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Fast food",Per vegetariani
4207,6371,https://www.tripadvisor.it/Restaurant_Review-g187791-d5979030-Reviews-Bar_Della_Croce_S_R_L-Rome_Lazio.html,150525716,203960290.0,Bar Della Croce S.R.L,2.0,169,2.5,POINT (12.4799168 41.9062479),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4208,6377,https://www.tripadvisor.it/Restaurant_Review-g187791-d5985346-Reviews-Bar_Trombetta_Buvette-Rome_Lazio.html,335802015,9662296127.0,Bar Trombetta Buvette,3.0,50,1.0,POINT (12.5029137 41.9021282),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Caffè, Italiana, Bar, Pub",Per vegetariani
4209,6389,https://www.tripadvisor.it/Restaurant_Review-g187791-d6001561-Reviews-Piaca_navone_roma-Rome_Lazio.html,150206639,203960289.0,piaca navone roma,4.5,8,2.5,POINT (12.4778631 41.9072705),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4210,6398,https://www.tripadvisor.it/Restaurant_Review-g187791-d6022815-Reviews-Coffee_Rome-Rome_Lazio.html,128818245,122185766.0,Coffee Rome,4.0,21,1.0,POINT (12.4911554 41.8941364),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Bar,Per vegetariani
4211,6400,https://www.tripadvisor.it/Restaurant_Review-g187791-d6024121-Reviews-Amalfi_in_Pasta-Rome_Lazio.html,150695750,201337255.0,Amalfi in Pasta,4.5,1630,2.5,POINT (12.4578997 41.9078521),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Pizza, Mediterranea, Napoletana, Campana, Romana, Laziale, Italiana (centro), Italiana (sud)","Per vegetariani, Opzioni vegane, Opzioni senza glutine"
4212,6401,https://www.tripadvisor.it/Restaurant_Review-g187791-d6024256-Reviews-Area_54-Rome_Lazio.html,107832143,28867513.0,Area 54,4.0,11,1.0,POINT (12.4737299 41.8944211),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,Per vegetariani
4213,6403,https://www.tripadvisor.it/Restaurant_Review-g187791-d6027768-Reviews-Corea_Ristorante-Rome_Lazio.html,105826294,23338246.0,Mamma Coreana,4.5,42,2.5,POINT (12.5028352 41.8989218),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Coreana, Asiatica",Per vegetariani
4214,6408,https://www.tripadvisor.it/Restaurant_Review-g187791-d6090555-Reviews-Caffe_Gotico_Di_Paraggio_Cosimo-Rome_Lazio.html,107481701,25661948.0,Caffe Gotico Di Paraggio Cosimo,4.5,36,1.0,POINT (12.4754888 41.9016191),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Caffè",Per vegetariani
4215,6417,https://www.tripadvisor.it/Restaurant_Review-g187791-d6156002-Reviews-Dvlcis_S_r_l_s-Rome_Lazio.html,18829509,2136551731.0,Dvlcis S.r.l.s.,4.5,4,2.5,POINT (12.4722914 41.889279),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Francese",Per vegetariani
4216,6418,https://www.tripadvisor.it/Restaurant_Review-g187791-d6159906-Reviews-Caffe_D_Arte_Enzo_Mazza-Rome_Lazio.html,147897257,190525658.0,Caffè D'Arte Enzo Mazza,5.0,3,2.5,POINT (12.4731553 41.895794),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),,
4217,6421,https://www.tripadvisor.it/Restaurant_Review-g187791-d6161108-Reviews-Stop_Go-Rome_Lazio.html,116196437,52340756.0,Stop&Go,3.5,4,1.0,POINT (12.4748827 41.9001522),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Fast food,
4218,6422,https://www.tripadvisor.it/Restaurant_Review-g187791-d6161536-Reviews-Nur_Bar-Rome_Lazio.html,108767338,28159322.0,Nur Bar,3.0,55,1.0,POINT (12.4750842 41.89791),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Mediterranea",Per vegetariani
4219,6425,https://www.tripadvisor.it/Restaurant_Review-g187791-d6179531-Reviews-Albergo_Hotel_Fontana-Rome_Lazio.html,38280901,3061568275.0,Albergo Hotel Fontana,4.0,63,2.5,POINT (12.4833418 41.9007218),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),Italiana,Per vegetariani
4220,6427,https://www.tripadvisor.it/Restaurant_Review-g187791-d6179582-Reviews-La_Terrazza_in_Porta_Maggiore-Rome_Lazio.html,40370795,3237227533.0,La Terrazza in Porta Maggiore,3.0,37,1.0,POINT (12.5138418 41.8913487),10,11,https://it.wikipedia.org/wiki/Municipio_Roma_I,"Rioni: Monti, Trevi, Colonna, Campo Marzio, Ponte, Parione, Regola, S. Eustachio, Pigna, Campitelli, S. Angelo, Ripa, Trastevere, Esquilino, Ludovisi, Sallustiano, Castro Pretorio, Celio, Testaccio, San Saba, Borgo, Prati.","Quartieri: Trionfale, Della Vittoria, Borgo, Prati, Trionfale, Della Vittoria.",Municipio I (ex I + ex XVII),"Italiana, Mediterranea",Per vegetariani
