,Unnamed: 0,url,place_id,osm_id,name,rating,total_reviews,price,geometry,index_right,cartodb_id,info,zone_e_rioni,quartieri,nome,cuisines,diets
624,3419,https://www.tripadvisor.it/Restaurant_Review-g187791-d2067313-Reviews-Pizzeria_Il_Podista-Rome_Lazio.html,14876041,1552809998.0,Pizzeria Il Podista,4.0,377,1.0,POINT (12.5167978 41.8995071),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pizza, Romana, Laziale, Italiana (centro), Mediterranea","Per vegetariani, Opzioni vegane"
625,3436,https://www.tripadvisor.it/Restaurant_Review-g187791-d20808996-Reviews-SHIMAI_a_Corso_Trieste-Rome_Lazio.html,108772239,26786726.0,SHIMAI a Corso Trieste,5.0,30,2.5,POINT (12.5118221 41.9226424),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Giapponese, Sushi",Per vegetariani
626,3443,https://www.tripadvisor.it/Restaurant_Review-g187791-d2085191-Reviews-Pirelli_s-Rome_Lazio.html,107037601,26958298.0,Pirelli's,4.0,12,2.5,POINT (12.4699905 41.9235199),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Italiana,"Per vegetariani, Opzioni vegane"
627,3448,https://www.tripadvisor.it/Restaurant_Review-g187791-d2088272-Reviews-Al_Borghetto-Rome_Lazio.html,186741214,367158433.0,Al Borghetto,4.5,73,2.5,POINT (12.4709471 41.9237284),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea, Europea","Opzioni vegane, Per vegetariani, Opzioni senza glutine"
628,3450,https://www.tripadvisor.it/Restaurant_Review-g187791-d20898166-Reviews-Mato_Street_Food-Rome_Lazio.html,106872521,23899398.0,Mató Street Food,5.0,10,1.0,POINT (12.5160194 41.9289008),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Bar, Pizza, Fast food, Mediterranea, Pub","Per vegetariani, Opzioni vegane"
629,3452,https://www.tripadvisor.it/Restaurant_Review-g187791-d20907453-Reviews-Kilo_Burger-Rome_Lazio.html,136932291,156243598.0,Kilo Burger,4.0,7,2.5,POINT (12.5234183 41.9088502),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Fast food,
630,3456,https://www.tripadvisor.it/Restaurant_Review-g187791-d2091739-Reviews-20e20_Osteria_Enoteca-Rome_Lazio.html,108879748,30299517.0,20e20 Osteria Enoteca,4.5,612,2.5,POINT (12.5190842 41.9309284),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea, Europea, Wine Bar","Per vegetariani, Opzioni vegane, Opzioni senza glutine"
631,3461,https://www.tripadvisor.it/Restaurant_Review-g187791-d2093376-Reviews-L_Euclide-Rome_Lazio.html,106910078,23920823.0,L'Euclide,3.0,156,2.5,POINT (12.4816693 41.9267481),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Caffè","Per vegetariani, Opzioni vegane"
632,3464,https://www.tripadvisor.it/Restaurant_Review-g187791-d2093898-Reviews-Bubi_s-Rome_Lazio.html,107212087,26785946.0,Bubi's,4.0,313,2.5,POINT (12.4727331 41.9172256),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea","Per vegetariani, Opzioni senza glutine"
633,3474,https://www.tripadvisor.it/Restaurant_Review-g187791-d20968105-Reviews-Salotto_Trieste-Rome_Lazio.html,115704311,52492247.0,Salotto Trieste,4.0,45,2.5,POINT (12.5062241 41.9161352),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea",Per vegetariani
634,3481,https://www.tripadvisor.it/Restaurant_Review-g187791-d20981424-Reviews-Ferro_Pizza-Rome_Lazio.html,136932291,156243598.0,Ferro Pizza,4.5,17,1.0,POINT (12.5234183 41.9088502),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Pizza, Italiana",Per vegetariani
635,3494,https://www.tripadvisor.it/Restaurant_Review-g187791-d21006102-Reviews-Coffee_Type-Rome_Lazio.html,120379968,77620364.0,Coffee Type,3.5,4,1.0,POINT (12.5255169 41.9288145),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Italiana,
636,3500,https://www.tripadvisor.it/Restaurant_Review-g187791-d21020891-Reviews-JOE_Original_BBQ-Rome_Lazio.html,228739260,624036574.0,JOE'S BBQ,4.5,43,2.5,POINT (12.493871146225246 41.93993265),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Barbecue, Steakhouse, Americana del sud-ovest",Per vegetariani
637,3502,https://www.tripadvisor.it/Restaurant_Review-g187791-d21022101-Reviews-Shaka_Poke_Bar-Rome_Lazio.html,107060659,23914013.0,Shaka Poke Bar,5.0,21,1.0,POINT (12.5001093 41.9112646),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Hawaiana, Salutistica, Pesce",Opzioni vegane
638,3503,https://www.tripadvisor.it/Restaurant_Review-g187791-d21023726-Reviews-Claudio_Barbara_Bar-Rome_Lazio.html,106872483,23899065.0,Claudio&Barbara Bar,4.5,2,1.0,POINT (12.5177018 41.9287345),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Italiana,Per vegetariani
639,3513,https://www.tripadvisor.it/Restaurant_Review-g187791-d21042540-Reviews-Odoroki_Via_Bergamo-Rome_Lazio.html,107060659,23914013.0,Odoroki - Via Bergamo,4.0,20,2.5,POINT (12.5001093 41.9112646),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Asiatica, Italiana, Pesce",Per vegetariani
640,3521,https://www.tripadvisor.it/Restaurant_Review-g187791-d21067897-Reviews-Layalina-Rome_Lazio.html,68758105,6314038708.0,Layalina,4.5,153,2.5,POINT (12.5259804 41.9088775),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Libanese, Barbecue, Salutistica, Mediorientale, Mediterranea","Opzioni vegane, Opzioni senza glutine"
641,3529,https://www.tripadvisor.it/Restaurant_Review-g187791-d21074565-Reviews-Dah_Ye-Rome_Lazio.html,106874179,23426093.0,Dàh-Ye,4.5,46,1.0,POINT (12.5135365 41.8960538),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea, Romana, Laziale, Italiana (centro)",Per vegetariani
642,3532,https://www.tripadvisor.it/Restaurant_Review-g187791-d21075003-Reviews-Sushi_Sun_Nomentana-Rome_Lazio.html,106080353,23914020.0,Sushi Sun Nomentana,4.0,48,2.5,POINT (12.501552579918553 41.911280700000006),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Cinese, Giapponese, Pesce, Sushi, Asiatica",Per vegetariani
643,3534,https://www.tripadvisor.it/Restaurant_Review-g187791-d21076257-Reviews-I_Mattacchioni-Rome_Lazio.html,112179613,35305512.0,I Mattacchioni,5.0,11,1.0,POINT (12.5026515 41.9110535),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Italiana,
644,3535,https://www.tripadvisor.it/Restaurant_Review-g187791-d21078819-Reviews-Soleluna_Cafe-Rome_Lazio.html,56823377,5052759621.0,Soleluna Cafè,1.0,3,2.5,POINT (12.5046639 41.9118901),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Bar, Pub",
645,3539,https://www.tripadvisor.it/Restaurant_Review-g187791-d21087795-Reviews-Cantera_Parioli-Rome_Lazio.html,12553625,1289454934.0,Cantera Parioli,4.5,49,2.5,POINT (12.4894212 41.9259058),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Sushi, Fusion giapponese, Barbecue","Per vegetariani, Opzioni vegane"
646,3551,https://www.tripadvisor.it/Restaurant_Review-g187791-d21139937-Reviews-Mamma_Cao-Rome_Lazio.html,149915938,201610341.0,Mamma Cao,5.0,7,2.5,POINT (12.5066591 41.9145144),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Cinese,"Per vegetariani, Opzioni vegane"
647,3576,https://www.tripadvisor.it/Restaurant_Review-g187791-d21198633-Reviews-Cody_Sushi_Istria-Rome_Lazio.html,171482101,283788205.0,Cody Sushi - Istria,2.5,22,2.5,POINT (12.5121716 41.9231739),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
648,3578,https://www.tripadvisor.it/Restaurant_Review-g187791-d21198814-Reviews-La_Tramontina_Roma_Nomentana-Rome_Lazio.html,118813795,77626036.0,La Tramontina - Roma Nomentana,4.0,1,2.5,POINT (12.5213422 41.9245637),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Campana, Italiana (sud)",
649,3582,https://www.tripadvisor.it/Restaurant_Review-g187791-d21202461-Reviews-Mizu_Sushi-Rome_Lazio.html,149915938,201610341.0,Mizu Sushi,4.5,43,2.5,POINT (12.5066591 41.9145144),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
650,3595,https://www.tripadvisor.it/Restaurant_Review-g187791-d21221822-Reviews-Bijoux_Caffe_Bistrot-Rome_Lazio.html,106688905,23920913.0,Bijoux Caffè & Bistrot,4.0,1,2.5,POINT (12.4788197 41.9273366),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Bar, Caffè, Mediterranea, Pub, Romana, Laziale, Italiana (centro)",
651,3605,https://www.tripadvisor.it/Restaurant_Review-g187791-d21249350-Reviews-Le_Galline-Rome_Lazio.html,108069150,26785799.0,Le Galline,4.5,42,1.0,POINT (12.4731683 41.9123947),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea",Per vegetariani
652,3617,https://www.tripadvisor.it/Restaurant_Review-g187791-d21269007-Reviews-Enoteca_Champagne_and_Cie-Rome_Lazio.html,166670720,261968031.0,Enoteca Champagne & Cie,5.0,1,2.5,POINT (12.5213596 41.9199687),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pizza, Mediterranea",
653,3624,https://www.tripadvisor.it/Restaurant_Review-g187791-d21270657-Reviews-Gelateria_Stefino-Rome_Lazio.html,106080353,23914020.0,Gelateria Stefino Roma,4.5,7,1.0,POINT (12.501552579918553 41.911280700000006),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
654,3636,https://www.tripadvisor.it/Restaurant_Review-g187791-d21281679-Reviews-Pastificio_San_Lorenzo-Rome_Lazio.html,20610701,2322986820.0,Pastificio San Lorenzo,4.0,32,2.5,POINT (12.5162628 41.8992764),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea",Per vegetariani
655,3646,https://www.tripadvisor.it/Restaurant_Review-g187791-d21295537-Reviews-Bistrot_L_Arancione-Rome_Lazio.html,149915938,201610341.0,Bistrot L'Arancione,4.0,2,1.0,POINT (12.5066591 41.9145144),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Caffè,
656,3648,https://www.tripadvisor.it/Restaurant_Review-g187791-d21298124-Reviews-Civico_2_Osteria-Rome_Lazio.html,105568765,23945124.0,Civico 2 Osteria,5.0,51,2.5,POINT (12.5099398 41.9234526),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea, Contemporanea","Per vegetariani, Opzioni vegane"
657,3653,https://www.tripadvisor.it/Restaurant_Review-g187791-d21302620-Reviews-Pokeria_by_NIMA_Roma_Parioli-Rome_Lazio.html,107356654,23920541.0,Pokéria by NIMA (Roma - Parioli),3.0,23,2.5,POINT (12.4862098 41.9274484),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
658,3660,https://www.tripadvisor.it/Restaurant_Review-g187791-d21312872-Reviews-Saporito-Rome_Lazio.html,329291418,3085896430.0,Saporito,4.5,22,2.5,POINT (12.5156732 41.8992477),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pizza, Steakhouse","Per vegetariani, Opzioni vegane, Opzioni senza glutine"
659,3666,https://www.tripadvisor.it/Restaurant_Review-g187791-d21317794-Reviews-Saltimbocca_San_Lorenzo-Rome_Lazio.html,55834563,4806157511.0,Saltimbocca San Lorenzo,4.5,91,2.5,POINT (12.5129287 41.8972012),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea, Romana, Laziale, Italiana (centro), Salutistica",Per vegetariani
660,3670,https://www.tripadvisor.it/Restaurant_Review-g187791-d21324415-Reviews-Amalia_momenti_e_sapori-Rome_Lazio.html,130101721,119448806.0,Amalia momenti e sapori,4.0,11,4.0,POINT (12.5176716 41.8992468),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Wine Bar, Ristoranti con bar",Per vegetariani
661,3675,https://www.tripadvisor.it/Restaurant_Review-g187791-d21327982-Reviews-Nomen_Bistrot-Rome_Lazio.html,120379968,77620364.0,Nomen Bistrot,5.0,1,2.5,POINT (12.5255169 41.9288145),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
662,3683,https://www.tripadvisor.it/Restaurant_Review-g187791-d21332779-Reviews-Flamingo-Rome_Lazio.html,129891759,122080720.0,Flamingo • Tapas Bar,2.5,21,2.5,POINT (12.5211457 41.9133807),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea",
663,3687,https://www.tripadvisor.it/Restaurant_Review-g187791-d21338030-Reviews-Xiang_Dimsum-Rome_Lazio.html,107273815,23953466.0,Xiang Dimsum,5.0,15,2.5,POINT (12.5224079 41.9158397),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
664,3724,https://www.tripadvisor.it/Restaurant_Review-g187791-d21380096-Reviews-Container_San_Lorenzo-Rome_Lazio.html,105971352,23426163.0,Container San Lorenzo,1.0,1,2.5,POINT (12.5142542 41.8982562),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea",
665,3730,https://www.tripadvisor.it/Restaurant_Review-g187791-d21380731-Reviews-Circe_Fun_and_Food-Rome_Lazio.html,131326504,122663841.0,Circè Fun & Food,4.0,29,2.5,POINT (12.5234968 41.9264265),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pizza",Per vegetariani
666,3731,https://www.tripadvisor.it/Restaurant_Review-g187791-d21381461-Reviews-Parnaso-Rome_Lazio.html,106366447,23901623.0,Parnaso,4.5,98,2.5,POINT (12.4906567 41.9303647),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Caffè, Mediterranea, Romana, Laziale, Bar, Contemporanea, Italiana (centro)","Per vegetariani, Opzioni vegane"
667,3735,https://www.tripadvisor.it/Restaurant_Review-g187791-d21386482-Reviews-Ristorante_Puerto_Fino-Rome_Lazio.html,127454913,113463845.0,Ristorante Puerto Fino,5.0,34,4.0,POINT (12.5234031 41.9114301),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea",Per vegetariani
668,3737,https://www.tripadvisor.it/Restaurant_Review-g187791-d21387394-Reviews-Trapizzino_Piazzale_Delle_Provincie-Rome_Lazio.html,129781063,122943639.0,Trapizzino | Piazzale Delle Provincie,3.0,14,1.0,POINT (12.521172320594204 41.9094143),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pizza, Romana, Laziale, Italiana (centro)",
669,3740,https://www.tripadvisor.it/Restaurant_Review-g187791-d21389514-Reviews-Taverna_del_Fuorisede-Rome_Lazio.html,106844496,26592010.0,Taverna del Fuorisede,4.5,42,1.0,POINT (12.5251431 41.9122078),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Italiana (centro), Mediterranea, Romana, Laziale",Per vegetariani
670,3742,https://www.tripadvisor.it/Restaurant_Review-g187791-d21390309-Reviews-Sunseri_s_diner_Roma-Rome_Lazio.html,135151102,137472874.0,Sunseri’s diner Roma,5.0,8,1.0,POINT (12.5183316 41.9076443),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Pizza, Fast food, Diner",Per vegetariani
671,3745,https://www.tripadvisor.it/Restaurant_Review-g187791-d21401660-Reviews-Osteria_in_Confusione-Rome_Lazio.html,106910078,23920823.0,Osteria in Confusione,5.0,18,2.5,POINT (12.4816693 41.9267481),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea","Per vegetariani, Opzioni vegane"
672,3749,https://www.tripadvisor.it/Restaurant_Review-g187791-d21404080-Reviews-Ristoranti_Indiani-Rome_Lazio.html,145215301,184551767.0,Ristoranti Indiani,5.0,1,1.0,POINT (12.497795 41.9189165),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),Indiana,
673,3763,https://www.tripadvisor.it/Restaurant_Review-g187791-d21478379-Reviews-Let_s_Roll_Fast_Moving_Sushi-Rome_Lazio.html,57017157,5063854913.0,Let's Roll - Fast Moving Sushi,4.5,12,2.5,POINT (12.4857767 41.9289961),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Giapponese, Pesce, Sushi, Pasticceria giapponese, Fusion giapponese, Asiatica",Per vegetariani
674,3769,https://www.tripadvisor.it/Restaurant_Review-g187791-d21499758-Reviews-Vrindaa-Rome_Lazio.html,145215301,184551767.0,Vrindaa,5.0,40,2.5,POINT (12.497795 41.9189165),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Indiana, Europea, Salutistica, Italiana, Mediterranea, Zuppe","Per vegetariani, Opzioni vegane"
675,3777,https://www.tripadvisor.it/Restaurant_Review-g187791-d21508156-Reviews-Noodle_Lab_Corso_Trieste-Rome_Lazio.html,155631402,220168194.0,Noodle Lab - Corso Trieste,3.0,1,2.5,POINT (12.5114229 41.9234483),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),,
676,3813,https://www.tripadvisor.it/Restaurant_Review-g187791-d2177838-Reviews-Il_Sori-Rome_Lazio.html,55827924,4806157443.0,il Sorì,4.5,118,2.5,POINT (12.5131623 41.896956),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Wine Bar, Gastronomia",Per vegetariani
677,3827,https://www.tripadvisor.it/Restaurant_Review-g187791-d2185798-Reviews-Osteria_Flaminio-Rome_Lazio.html,129958753,121464275.0,Osteria Flaminio,4.0,489,2.5,POINT (12.472371 41.9202468),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea, Romana, Laziale, Italiana (centro)","Per vegetariani, Opzioni vegane"
678,3828,https://www.tripadvisor.it/Restaurant_Review-g187791-d2185802-Reviews-Da_Emilio-Rome_Lazio.html,74624429,7006541697.0,Da Emilio,4.0,329,2.5,POINT (12.5058814 41.9141382),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Mediterranea, Romana, Laziale, Italiana (centro)",Per vegetariani
679,3829,https://www.tripadvisor.it/Restaurant_Review-g187791-d2186920-Reviews-Ristorante_Il_Tirso-Rome_Lazio.html,145071457,184551767.0,Ristorante Il Tirso,4.5,334,2.5,POINT (12.497795 41.9189165),11,12,https://it.wikipedia.org/wiki/Municipio_Roma_II,Rioni: Castro Pretorio.,"Quartieri: Flaminio, Parioli, Pinciano, Salario, Trieste, Nomentano, Tiburtino.",Municipio II (ex II + ex III),"Italiana, Pesce, Mediterranea, Europea, Sarda, Italiana (sud)",Opzioni senza glutine
